partyCode,partyName,name,familyName,givenName,sitting,electorateCode,electorateState,electorateName,electorateChamber
GRN,Australian Greens,Anna Reynolds,Reynolds,Anna,0,stas,TAS,Tasmania,senate
LIB,Liberal Party,Graham Reynolds,Reynolds,Graham,0,maki,SA,Makin,house
LIB,Liberal Party of Australia,Linda Reynolds,Reynolds,Linda,1,swa,WA,Western Australia,senate
GRN,Australian Greens,Lee Rhiannon,Rhiannon,Lee,1,snsw,NSW,New South Wales,senate
GRN,Australian Greens,Janet Rice,Rice,Janet,1,svic,VIC,Victoria,senate
ALP,Labor Party,Kim Richards,Richards,Kim,0,bowm,QLD,Bowman,house
LIB,Liberal Party,Sarah Richards,Richards,Sarah,0,snsw,NSW,New South Wales,senate
MAP,Mature Australia Party,Roy Ridge,Ridge,Roy,0,svic,VIC,Victoria,senate
GRN,The Greens,Terrill Riley-Gibson,Riley-Gibson,Terrill,0,bass,TAS,Bass,house
ALP,Australian Labor Party,Amanda Rishworth,Rishworth,Amanda,1,king,SA,Kingston,house
FFP,Family First Party,Adrian Rivish,Rivish,Adrian,0,adel,SA,Adelaide,house
LNP,Liberal National Party,Bibe Roadley,Roadley,Bibe,0,oxle,QLD,Oxley,house
LNP,Liberal National Party of Queensland,Stuart Robert,Robert,Stuart,1,fadd,QLD,Fadden,house
FFP,Family First Party,Andrew Roberts,Roberts,Andrew,0,stas,TAS,Tasmania,senate
ONP,Pauline Hanson's One Nation,Malcolm Roberts,Roberts,Malcolm,0,sqld,QLD,Queensland,senate
GRN,Greens,Tim Roberts,Roberts,Tim,0,hink,QLD,Hinkler,house
AJP,Animal Justice Party,Ellie Robertson,Robertson,Ellie,0,hugh,NSW,Hughes,house
ALA,Australian Liberty Alliance,Debbie Robinson,Robinson,Debbie,0,swa,WA,Western Australia,senate
CEC,Citizens Electoral Council,Jean Robinson,Robinson,Jean,0,swa,WA,Western Australia,senate
ALA,Australian Liberty Alliance,Steve Roddick,Roddick,Steve,0,lind,NSW,Lindsay,house
SPP,Sustainable Australia,John Roles,Roles,John,0,sqld,QLD,Queensland,senate
PROG,Australian Progressive Party,Ash Rose,Rose,Ash,0,snsw,NSW,New South Wales,senate
FFP,Family First Party,Julie Rose,Rose,Julie,0,monc,QLD,Moncrieff,house
FFP,Family First,Linda Rose,Rose,Linda,0,swa,WA,Western Australia,senate
CDP,Christian Democratic Party,Paul Rossetto,Rossetto,Paul,0,farr,NSW,Farrer,house
RUA,Rise Up Australia,Alison Rowe,Rowe,Alison,0,stir,WA,Stirling,house
NXT,Nick Xenophon Team,Marie Rowland,Rowland,Marie,0,warr,NSW,Warringah,house
ALP,Labor,Michelle Rowland,Rowland,Michelle,1,gree,NSW,Greenway,house
LNP,Liberal National Party of Queensland,Wyatt Roy,Roy,Wyatt,1,long,QLD,Longman,house
ONP,Pauline Hanson's One Nation,Simon Roylance,Roylance,Simon,0,svic,VIC,Victoria,senate
GRN,Greens,Hannah Rubenach-Quinn,Rubenach-Quinn,Hannah,0,lyon,TAS,Lyons,house
IND,Independent,Stephen Ruff,Ruff,Stephen,0,nsyd,NSW,North Sydney,house
ALP,Labor Party,Adam Rundell,Rundell,Adam,0,menz,VIC,Menzies,house
AJP,Animal Justice Party,Geoff Russell,Russell,Geoff,0,stur,SA,Sturt,house
LIB,Liberal Party of Australia,Anne Ruston,Ruston,Anne,1,ssa,SA,South Australia,senate
LNP,Liberal National Party,Dan Ryan,Ryan,Dan,0,sqld,QLD,Queensland,senate
CDP,Christian Democratic Party,Glen Ryan,Ryan,Glen,0,park,NSW,Parkes,house
ALP,Australian Labor Party,Joanne Ryan,Ryan,Joanne,1,lalo,VIC,Lalor,house
CDP,Christian Democratic Party,Michelle Ryan,Ryan,Michelle,0,cunn,NSW,Cunningham,house
LIB,Liberal Party of Australia,Scott Ryan,Ryan,Scott,1,svic,VIC,Victoria,senate
CDP,Christian Democratic Party,Steve Ryan,Ryan,Steve,0,gilm,NSW,Gilmore,house
GRN,The Greens,Tamara Ryan,Ryan,Tamara,0,emon,NSW,Eden-Monaro,house
LDP,Liberal Democratic Party,Roostam Sadri,Sadri,Roostam,0,ssa,SA,South Australia,senate
GRN,The Greens,Carly Saeedi,Saeedi,Carly,0,fenn,ACT,Fenner,house
ALP,Labor Party,Janelle Saffin,Saffin,Janelle,0,page,NSW,Page,house
AFN,Australia First,Jim Saleam,Saleam,Jim,0,lind,NSW,Lindsay,house
GRN,Greens,Muhammad Salman,Salman,Muhammad,0,burt,WA,Burt,house
RUA,Rise Up Australia,Mitchell Sambell,Sambell,Mitchell,0,dura,WA,Durack,house
TAP,Arts Party,Charles Sanders,Sanders,Charles,0,ssa,SA,South Australia,senate
TAP,The Arts Party,Tim Sanderson,Sanderson,Tim,0,fran,TAS,Franklin,house
FFP,Family First Party,John Sands,Sands,John,0,groo,QLD,Groom,house
FFP,Family First Party,Brett Saunders,Saunders,Brett,0,bowm,QLD,Bowman,house
VEP,Voluntary Euthanasia Party,David Scanlon,Scanlon,David,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Meaghan Scanlon,Scanlon,Meaghan,0,fadd,QLD,Fadden,house
AJP,Animal Justice Party,Louella Scanu,Scanu,Louella,0,holt,VIC,Holt,house
FFP,Family First Party,Myfanwy Schenk,Schenk,Myfanwy,0,mara,QLD,Maranoa,house
AJP,Animal Justice Party,Nathan Schram,Schram,Nathan,0,jaga,VIC,Jagajaga,house
REP,Renewable Energy Party,Pedro Schwindt,Schwindt,Pedro,0,swa,WA,Western Australia,senate
CDP,Christian Democratic Party,June Scifo,Scifo,June,0,warr,NSW,Warringah,house
GRN,Greens,Brad Scott,Scott,Brad,0,bowm,QLD,Bowman,house
LIB,Liberal,Fiona Scott,Scott,Fiona,1,lind,NSW,Lindsay,house
RUA,Rise Up Australia,Phillip Scott,Scott,Phillip,0,bran,WA,Brand,house
CLP,Country Liberal Party of Australia Party,Nigel Scullion,Scullion,Nigel,1,snt,NT,Northern Territory,senate
AJP,Animal Justice Party,Megan Searls,Searls,Megan,0,calw,VIC,Calwell,house
PIR,Pirate Party Australia,Brandon Selic,Selic,Brandon,0,sqld,QLD,Queensland,senate
ALP,Labor Party,Lydia Senior,Senior,Lydia,0,mall,VIC,Mallee,house
LIB,Liberal Party of Australia,Zed Seselja,Seselja,Zed,1,sact,ACT,A.C.T.,senate
AJP,Animal Justice Party,Frankie Seymour,Seymour,Frankie,0,emon,NSW,Eden-Monaro,house
NXT,Nick Xenophon Team,Rebekha Sharkie,Sharkie,Rebekha,0,mayo,SA,Mayo,house
ASXP,Australian Sex Party,Pat Sheil,Sheil,Pat,0,gray,NSW,Grayndler,house
ALP,Australian Labor Party,Hayden Sheppard,Sheppard,Hayden,0,monc,QLD,Moncrieff,house
DLF,Drug Law Reform Australia,John Sherman,Sherman,John,0,svic,VIC,Victoria,senate
GRN,Greens,Michaela Sherwood,Sherwood,Michaela,0,hume,NSW,Hume,house
ALP,Australian Labor Party,John Short,Short,John,0,stas,TAS,Tasmania,senate
ALP,Australian Labor Party,Bill Shorten,Shorten,Bill,1,mari,VIC,Maribyrnong,house
CEC,Citizens Electoral Council,Paul Siebert,Siebert,Paul,0,ssa,SA,South Australia,senate
GRN,Australian Greens,Rachel Siewart,Siewart,Rachel,1,swa,WA,Western Australia,senate
GRN,Australian Greens,Robert Simms,Simms,Robert,1,ssa,SA,South Australia,senate
LIB,Liberal,Luke Simpkins,Simpkins,Luke,1,cowa,WA,Cowan,house
PIR,Pirate Party Australia,Lachlan Simpson,Simpson,Lachlan,0,svic,VIC,Victoria,senate
IND,Independent,Christine Sindt,Sindt,Christine,0,gipp,VIC,Gippsland,house
ALP,Australian Labor Party,Dilawar Singh,Singh,Dilawar,0,swa,WA,Western Australia,senate
ALP,Australian Labor Party,Lisa Singh,Singh,Lisa,1,stas,TAS,Tasmania,senate
SEP,Socialist Equality Party,Chris Sinnema,Sinnema,Chris,0,svic,VIC,Victoria,senate
LIB,Liberal Party of Australia,Arthur Sinodinos,Sinodinos,Arthur,1,snsw,NSW,New South Wales,senate
GRN,Greens,Delanie Sky,Sky,Delanie,0,cala,NSW,Calare,house
IND,Independent,Ross Slater,Slater,Ross,0,forr,WA,Forrest,house
NXT,Nick Xenophon Team,Michael Slattery,Slattery,Michael,0,pade,SA,Port Adelaide,house
SCP,Science Party,Eve Slavich,Slavich,Eve,0,snsw,NSW,New South Wales,senate
ALP,Labor Party,Allistair Smith,Smith,Allistair,0,wrig,QLD,Wright,house
CDP,Christian Democratic Party,Beth Smith,Smith,Beth,0,cook,NSW,Cook,house
21CP,21st Century Party,Daniel Smith,Smith,Daniel,0,gilm,NSW,Gilmore,house
ALP,Australian Labor Party,David Smith,Smith,David,0,sact,ACT,A.C.T.,senate
LIB,Liberal Party of Australia,Dean Smith,Smith,Dean,1,swa,WA,Western Australia,senate
ALA,Australian Liberty Alliance,Kirralie Smith,Smith,Kirralie,0,snsw,NSW,New South Wales,senate
AJP,Animal Justice Party,Miranda Smith,Smith,Miranda,0,melb,VIC,Melbourne,house
ONP,Pauline Hanson's One Nation,Neil Smith,Smith,Neil,0,rich,NSW,Richmond,house
GRN,Greens,Phil Smith,Smith,Phil,0,hugh,NSW,Hughes,house
ONP,Pauline Hanson's One Nation,Rod Smith,Smith,Rod,0,wrig,QLD,Wright,house
LIB,Liberal,Tony Smith,Smith,Tony,1,case,VIC,Casey,house
FFP,Family First Party,Will Smith,Smith,Will,0,long,QLD,Longman,house
AJP,Animal Justice Party,Rob Smyth,Smyth,Rob,0,mpor,VIC,Melbourne Ports,house
GRN,Greens,Keiran Snape,Snape,Keiran,0,maki,SA,Makin,house
MAP,Mature Australia Party,Terry Snell,Snell,Terry,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party (Northern Territory) Branch,Warren Snowdon,Snowdon,Warren,1,ling,NT,Lingiari,house
NXT,Nick Xenophon Team,Des Soares,Soares,Des,0,more,QLD,Moreton,house
CDP,Christian Democratic Party,Wayne Solomon,Solomon,Wayne,0,sqld,QLD,Queensland,senate
ALP,Labor Party,Tammy Solonec,Solonec,Tammy,0,swan,WA,Swan,house
LIB,Liberal Party,George Souris,Souris,George,0,batm,VIC,Batman,house
GRN,The Greens,Daniel Sova,Sova,Daniel,0,lalo,VIC,Lalor,house
GRN,Greens,Sally Spain,Spain,Sally,0,ford,QLD,Forde,house
ALA,Australian Liberty Alliance,Shaun Spain,Spain,Shaun,0,ford,QLD,Forde,house
FLX,Flux.org,Nathan Spataro,Spataro,Nathan,0,snsw,NSW,New South Wales,senate
LIB,Liberal Party,Garry Spencer,Spencer,Garry,0,isaa,VIC,Isaacs,house
LDP,Liberal Democrats,Duncan Spender,Spender,Duncan,0,svic,VIC,Victoria,senate
AUC,Australian Christian Party,Warnar Spyker,Spyker,Warnar,0,burt,WA,Burt,house
NXT,Nick Xenophon Team,James Stacey,Stacey,James,0,bark,SA,Barker,house
ALP,Australian Labor Party,Anne Stanley,Stanley,Anne,0,werr,NSW,Werriwa,house
ALP,Labor Party,Lucy Stanton,Stanton,Lucy,0,wbay,QLD,Wide Bay,house
GRN,Australian Greens,Jordan Steele-John,Steele-John,Jordan,0,swa,WA,Western Australia,senate
ALP,Australian Labor Party,Diedree Steinwall,Steinwall,Diedree,0,hugh,NSW,Hughes,house
ALP,Australian Labor Party,Glenn Sterle,Sterle,Glenn,1,swa,WA,Western Australia,senate
DHJ,Derryn Hinch's Justice Party,Ken Stevens,Stevens,Ken,0,snsw,NSW,New South Wales,senate
ALP,Australian Labor Party,Kate Stewart,Stewart,Kate,0,park,NSW,Parkes,house
CM,Country Minded,Sherrill Stivano,Stivano,Sherrill,0,sqld,QLD,Queensland,senate
LIB,Liberal Party,Melanie Stockman,Stockman,Melanie,0,scul,VIC,Scullin,house
CDP,Christian Democratic Party,Robert Stoddart,Stoddart,Robert,0,robe,NSW,Robertson,house
AJP,Animal Justice Party,Lynda Stoner,Stoner,Lynda,0,snsw,NSW,New South Wales,senate
NXT,Nick Xenophon Team,Tim Storer,Storer,Tim,0,ssa,SA,South Australia,senate
CDP,Christian Democratic Party,Richard Stretton,Stretton,Richard,0,hunt,NSW,Hunter,house
CEC,Citizens Electoral Council,Judy Sudholz,Sudholz,Judy,0,swa,WA,Western Australia,senate
LIB,Liberal,Ann Sudmalis,Sudmalis,Ann,1,gilm,NSW,Gilmore,house
LIB,Liberal,Michael Sukkar,Sukkar,Michael,1,deak,VIC,Deakin,house
REP,Renewable Energy Party,Camilla Sundbladh,Sundbladh,Camilla,0,swa,WA,Western Australia,senate
CDP,Christian Democratic Party,Sonny Susilo,Susilo,Sonny,0,bart,NSW,Barton,house
GRN,Greens,Elissa Sutherland,Sutherland,Elissa,0,case,VIC,Casey,house
AJP,Animal Justice Party,Alicia Sutton,Sutton,Alicia,0,swa,WA,Western Australia,senate
GRN,The Greens,Jeanette Swain,Swain,Jeanette,0,dunk,VIC,Dunkley,house
ASXP,Australian Sex Party,Robbie Swan,Swan,Robbie,0,sact,ACT,A.C.T.,senate
ALP,Australian Labor Party,Wayne Swan,Swan,Wayne,1,lill,QLD,Lilley,house
ALP,Australian Labor Party,Meryl Swanson,Swanson,Meryl,0,pate,NSW,Paterson,house
GRN,The Greens,Rod Swift,Swift,Rod,0,gort,VIC,Gorton,house
AJP,Animal Justice Party,Camille Sydow,Sydow,Camille,0,will,VIC,Wills,house
IND,Independent,Rob Taber,Taber,Rob,0,neng,NSW,New England,house
ALP,Australian Labor Party,Les Tarczon,Tarczon,Les,0,svic,VIC,Victoria,senate
KAP,Katter's Australian Party,Brad Tassell,Tassell,Brad,0,leic,QLD,Leichhardt,house
NAT,The Nationals,Paul Tatchell,Tatchell,Paul,0,ball,VIC,Ballarat,house
LIB,Liberal,Angus Taylor,Taylor,Angus,1,hume,NSW,Hume,house
RUA,Rise Up Australia Party,Paul Taylor,Taylor,Paul,0,sqld,QLD,Queensland,senate
TAP,Arts Party,Robert Taylor,Taylor,Robert,0,swa,WA,Western Australia,senate
AUC,Australian Christian Party,Shea Taylor,Taylor,Shea,0,sqld,QLD,Queensland,senate
LIB,Liberal,Dan Tehan,Tehan,Dan,1,wann,VIC,Wannon,house
MAP,Mature Australia Party,Richard Temby,Temby,Richard,0,stas,TAS,Tasmania,senate
FFP,Family First Party,Lindsay Temple,Temple,Lindsay,0,capr,QLD,Capricornia,house
ALP,Labor Party,Susan Templeman,Templeman,Susan,0,macq,NSW,Macquarie,house
CDP,Christian Democratic Party,Leighton Thew,Thew,Leighton,0,bero,NSW,Berowra,house
ALP,Labor,Matt Thistlethwaite,Thistlethwaite,Matt,1,ksmi,NSW,Kingsford Smith,house
JLN,Jacqui Lambie Network,Allan Thomas,Thomas,Allan,0,snsw,NSW,New South Wales,senate
CDP,Christian Democratic Party,Beresford Thomas,Thomas,Beresford,0,went,NSW,Wentworth,house
FLX,Flux,Ric Thomas,Thomas,Ric,0,swa,WA,Western Australia,senate
NCP,Non-Custodial Parents Party (Equal Parenting),Andy Thompson,Thompson,Andy,0,snsw,NSW,New South Wales,senate
ALP,Australian Labor Party,Cheryl Thompson,Thompson,Cheryl,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Vivien Thomson,Thomson,Vivien,0,snsw,NSW,New South Wales,senate
CEC,Citizens Electoral Council,Meg Thornton,Thornton,Meg,0,stas,TAS,Tasmania,senate
DLF,Drug Law Reform Australia,Ray Thorpe,Thorpe,Ray,0,snsw,NSW,New South Wales,senate
APP,Anti-Paedophile Party,Shiree Thorsen,Thorsen,Shiree,0,ssa,SA,South Australia,senate
AJP,Animal Justice Party,Matt Tidswell,Tidswell,Matt,0,adel,SA,Adelaide,house
GRN,The Greens,Jake Tilton,Tilton,Jake,0,holt,VIC,Holt,house
JLN,Jacqui Lambie Network,Matt Timson,Timson,Matt,0,svic,VIC,Victoria,senate
GRN,The Greens,Dejay Toborek,Toborek,Dejay,0,went,NSW,Wentworth,house
FFP,Family First Party,David Todd,Todd,David,0,ryan,QLD,Ryan,house
GRN,Greens,Craig Tomsett,Tomsett,Craig,0,flyn,QLD,Flynn,house
IND,Independent,Rasmus Torkel,Torkel,Rasmus,0,bart,NSW,Barton,house
NXT,Nick Xenophon Team,Josie Townsend,Townsend,Josie,0,groo,QLD,Groom,house
RUA,Rise Up Australia,Tran Tran,Tran,Tran,0,ball,VIC,Ballarat,house
ONP,Pauline Hanson's One Nation,Brad Trussell,Trussell,Brad,0,oxle,QLD,Oxley,house
ALP,Australian Labor Party,Angelo Tsirekas,Tsirekas,Angelo,0,reid,NSW,Reid,house
ODD,Online Direct Democracy,Harry Tsoukalas,Tsoukalas,Harry,0,bart,NSW,Barton,house
AEP,Australian Equality Party,Jason Tuazon-McCheyne,Tuazon-McCheyne,Jason,0,svic,VIC,Victoria,senate
GRN,Greens,Wendy Tubman,Tubman,Wendy,0,herb,QLD,Herbert,house
RUA,Rise Up Australia Party,Brian Tucker,Tucker,Brian,0,snsw,NSW,New South Wales,senate
LIB,Liberal Party of Australia,John Tucker,Tucker,John,0,stas,TAS,Tasmania,senate
LIB,Liberal,Alan Tudge,Tudge,Alan,1,asto,VIC,Aston,house
LIB,Liberal,Malcolm Turnbull,Turnbull,Malcolm,1,went,NSW,Wentworth,house
IND,Independent,Sandy Turner,Turner,Sandy,0,blai,QLD,Blair,house
SPP,Sustainable Australia,Martin Tye,Tye,Martin,0,sact,ACT,A.C.T.,senate
ODD,Online Direct Democracy,Tula Tzoras,Tzoras,Tula,0,sydn,NSW,Sydney,house
GRN,Australian Greens,Elizabeth Ure,Ure,Elizabeth,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Anne Urquhart,Urquhart,Anne,1,stas,TAS,Tasmania,senate
AJP,Animal Justice Party,Cathy Vaina,Vaina,Cathy,0,mcew,VIC,McEwen,house
CDP,Christian Democratic Party,Chris Vale,Vale,Chris,0,brfd,NSW,Bradfield,house
ALP,Australian Labor Party,Maria Vamvakinou,Vamvakinou,Maria,1,calw,VIC,Calwell,house
CDP,Christian Democratic Party,Adrian Van Der Byl,Van Der Byl,Adrian,0,hume,NSW,Hume,house
GRN,Greens,Antonio van Geuns,van Geuns,Antonio,0,groo,QLD,Groom,house
LIB,Liberal Party,David van Gogh,van Gogh,David,0,gray,NSW,Grayndler,house
LNP,Liberal National Party of Queensland,Bert van Manen,van Manen,Bert,1,ford,QLD,Forde,house
GRN,Greens,Craig Vanstone,Vanstone,Craig,0,wake,SA,Wakefield,house
LIB,Liberal,Nickolas Varvaris,Varvaris,Nickolas,1,bart,NSW,Barton,house
LNP,Liberal National Party of Queensland,Ross Vasta,Vasta,Ross,1,bonn,QLD,Bonner,house
FFP,Family First Party,Mark Vegar,Vegar,Mark,0,bris,QLD,Brisbane,house
DLP,Democratic Labour Party,Stephen Vereker,Vereker,Stephen,0,svic,VIC,Victoria,senate
GRN,The Greens,Carol Vernon,Vernon,Carol,0,cowp,NSW,Cowper,house
DLP,Democratic Labour Party,Sheila Vincent,Vincent,Sheila,0,sqld,QLD,Queensland,senate
GRN,Greens,Susan Virago,Virago,Susan,0,blax,NSW,Blaxland,house
ONP,Pauline Hanson's One Nation,Jeff Virgo,Virgo,Jeff,0,herb,QLD,Herbert,house
TAP,Arts Party,Jo Anne Volta,Volta,Jo Anne,0,stas,TAS,Tasmania,senate
RUA,Rise Up Australia,Taffy Vuntarde,Vuntarde,Taffy,0,pear,WA,Pearce,house
LIB,Liberal Party,Sarah Wade,Wade,Sarah,0,ball,VIC,Ballarat,house
GRN,The Greens,Dawn Walker,Walker,Dawn,0,rich,NSW,Richmond,house
ODD,Online Direct Democracy,Robert Walker,Walker,Robert,0,neng,NSW,New England,house
LNP,Liberal National Party,Andrew Wallace,Wallace,Andrew,0,fish,QLD,Fisher,house
GRN,Greens,Pat Walsh,Walsh,Pat,0,blai,QLD,Blair,house
AJP,Animal Justice Party,Nyree Walshe,Walshe,Nyree,0,chis,VIC,Chisholm,house
GLT,Glenn Lazarus Team,Kerrod Walters,Walters,Kerrod,0,sqld,QLD,Queensland,senate
KAP,Katter's Australian Party,Rowell Walton,Walton,Rowell,0,sqld,QLD,Queensland,senate
PUP,Palmer United Party,Dio Wang,Wang,Dio,1,swa,WA,Western Australia,senate
LNP,LNP,Fiona Ward,Ward,Fiona,0,grif,QLD,Griffith,house
ALP,Labor Party,Mark Ward,Ward,Mark,0,boot,SA,Boothby,house
GRN,Australian Greens,Sue Wareham,Wareham,Sue,0,sact,ACT,A.C.T.,senate
DHJ,Derryn Hinch's Justice Party,Adam Washbourne,Washbourne,Adam,0,snsw,NSW,New South Wales,senate
JLN,Jacqui Lambie Network,Robert Waterman,Waterman,Robert,0,stas,TAS,Tasmania,senate
GRN,Australian Greens,Larissa Waters,Waters,Larissa,1,sqld,QLD,Queensland,senate
SCP,Science Party,Nathan Waters,Waters,Nathan,0,cunn,NSW,Cunningham,house
GRN,Greens,Giz Watson,Watson,Giz,0,ocon,WA,O'Connor,house
AJP,Animal Justice Party,Zade Watson,Watson,Zade,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Murray Watt,Watt,Murray,0,sqld,QLD,Queensland,senate
ALP,Australian Labor Party,Tim Watts,Watts,Tim,1,gell,VIC,Gellibrand,house
CDP,Christian Democratic Party,Andrew Weatherstone,Weatherstone,Andrew,0,shor,NSW,Shortland,house
GRN,Greens,Sue Weber,Weber,Sue,0,petr,QLD,Petrie,house
GRN,Greens,Tom Webster,Webster,Tom,0,stir,WA,Stirling,house
GRN,Greens,Valerie Weier,Weier,Valerie,0,kenn,QLD,Kennedy,house
GRN,Greens,Signe Westerberg,Westerberg,Signe,0,werr,NSW,Werriwa,house
RUA,Rise Up Australia,Jennifer Whately,Whately,Jennifer,0,forr,WA,Forrest,house
FFP,Family First Party,Gary Wheatcroft,Wheatcroft,Gary,0,boot,SA,Boothby,house
GRN,Australian Greens,Peter Whish-Wilson,Whish-Wilson,Peter,1,stas,TAS,Tasmania,senate
FFP,Family First Party,Mark White,White,Mark,0,petr,QLD,Petrie,house
LIB,Liberal,Brett Whiteley,Whiteley,Brett,1,brad,TAS,Braddon,house
LIB,Liberal,Lucy Wicks,Wicks,Lucy,1,robe,NSW,Robertson,house
AUC,Australian Christian Party,John Wieske,Wieske,John,0,tang,WA,Tangney,house
AJP,Animal Justice Party,Ben Wild,Wild,Ben,0,flin,VIC,Flinders,house
IND,Independent,Andrew Wilkie,Wilkie,Andrew,1,deni,TAS,Denison,house
NAT,National Party of Australia,John Williams,Williams,John,1,snsw,NSW,New South Wales,senate
LIB,Liberal,Matt Williams,Williams,Matt,1,hind,SA,Hindmarsh,house
GRN,Greens,Todd Williams,Williams,Todd,0,solo,NT,Solomon,house
GRN,The Greens,Clara Williams-Roldan,Williams-Roldan,Clara,0,warr,NSW,Warringah,house
SCP,Science Party,Hans Willink,Willink,Hans,0,stas,TAS,Tasmania,senate
LIB,Liberal Party,Ben Willis,Willis,Ben,0,gell,VIC,Gellibrand,house
LDP,Liberal Democratic Party,Tim Wilms,Wilms,Tim,0,dunk,VIC,Dunkley,house
REP,Renewable Energy Party,Gray Wilson,Wilson,Gray,0,svic,VIC,Victoria,senate
ALP,Australian Labor Party,Josh Wilson,Wilson,Josh,0,frem,WA,Fremantle,house
LIB,Liberal,Rick Wilson,Wilson,Rick,1,ocon,WA,O'Connor,house
LIB,Liberal Party,Tim Wilson,Wilson,Tim,0,gold,VIC,Goldstein,house
IND,Independent,Tony Windsor,Windsor,Tony,0,neng,NSW,New England,house
ALP,Australian Labor Party,Barrie Winmar,Winmar,Barrie,0,cann,WA,Canning,house
GRN,Greens,Chris Winslow,Winslow,Chris,0,gree,NSW,Greenway,house
LIB,Liberal Party,Geoffrey Winters,Winters,Geoffrey,0,sydn,NSW,Sydney,house
ALP,Australian Labor Party,Penny Wong,Wong,Penny,1,ssa,SA,South Australia,senate
LIB,Liberal,Jason Wood,Wood,Jason,1,ltro,VIC,La Trobe,house
ALP,Australian Labor Party,Damian Woods,Woods,Damian,0,cowp,NSW,Cowper,house
ALP,Australian Labor Party,Andrew Woodward,Woodward,Andrew,0,warr,NSW,Warringah,house
CDP,Christian Democratic Party,Julie Worsley,Worsley,Julie,0,benn,NSW,Bennelong,house
CDP,Christian Democratic Party,Aaron Wright,Wright,Aaron,0,gree,NSW,Greenway,house
CDP,Christian Democratic Party,Annie Wright,Wright,Annie,0,mack,NSW,Mackellar,house
CDP,Christian Democratic Party,Clint Nasr,Nasr,Clint,0,blax,NSW,Blaxland,house
PUP,Palmer United Party,Suellen Wrightson,Wrightson,Suellen,0,snsw,NSW,New South Wales,senate
LIB,Liberal,Ken Wyatt,Wyatt,Ken,1,hasl,WA,Hasluck,house
NXT,Nick Xenophon Team,Nick Xenophon,Xenophon,Nick,0,ssa,SA,South Australia,senate
SCP,Science Party,Peter Xing,Xing,Peter,0,went,NSW,Wentworth,house
ALP,Australian Labor Party,Jennifer Yang,Yang,Jennifer,0,svic,VIC,Victoria,senate
AUC,Australian Christian Party,Jacky Young,Young,Jacky,0,swa,WA,Western Australia,senate
GRN,Greens,Sheridan Young,Young,Sheridan,0,cowa,WA,Cowan,house
AUC,Australian Christian Party,Trevor Young,Young,Trevor,0,ocon,WA,O'Connor,house
SEP,Socialist Equality Party,Gabriela Zabala,Zabala,Gabriela,0,blax,NSW,Blaxland,house
NCP,Non-Custodial Parents Party (Equal Parenting),John Zabaneh,Zabaneh,John,0,flin,VIC,Flinders,house
ALP,Australian Labor Party,Tony Zappia,Zappia,Tony,1,maki,SA,Makin,house
FFP,Family First Party,Yvonne Zeppel,Zeppel,Yvonne,0,bark,SA,Barker,house
LIB,Liberal Party,Trent Zimmerman,Zimmerman,Trent,1,nsyd,NSW,North Sydney,house
IND,Independent,Angelina Zubac,Zubac,Angelina,0,kooy,VIC,Kooyong,house
NXT,Nick Xenophon Team,Matthew Wright,Wright,Matthew,0,stur,SA,Sturt,house
CDP,Christian Democratic Party,Violet Abdulla,Abdulla,Violet,0,wats,NSW,Watson,house
PROG,Australian Progressive Party,David Knight,Knight,David,0,svic,VIC,Victoria,senate
